Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
968a202c-570e-6a9a-2c8d-c8ba7ab3ded0,1940-10-14,1996-02-29,999-74-3685,S99982254,X37900193X,Mr.,Nigel915,,Quigley282,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,113 Wiza Extension,Beverly,Massachusetts,Essex County,25009,01915,42.574232086897105,-70.89531450652672,196425.07,2915326.15,29714
b77a3744-aa25-8833-6f27-4cbfa2b742ad,1988-04-20,,999-49-5426,S99998278,X79293887X,Mrs.,Susanne275,Claretta294,Kilback373,,Watsica258,M,black,nonhispanic,F,Lowell  Massachusetts  US,592 Yundt Wall Unit 98,Cambridge,Massachusetts,Middlesex County,25017,02139,42.43199767664505,-71.15434240671975,11833.53,175043.80,15431
04de0db0-28fe-8119-9332-8c7185ea98d6,1963-02-04,,999-60-6811,S99952089,X79534321X,Mrs.,Vernell410,Nelia669,Nolan344,,Paucek755,M,white,nonhispanic,F,Blackstone  Massachusetts  US,767 Powlowski Mall Suite 1,Norwell,Massachusetts,Plymouth County,,00000,42.155880551267046,-70.84888501279698,363984.28,751273.24,133771
a1633827-3928-fe11-94a3-b11d8f9db570,2020-03-22,,999-60-2187,,,,Delmer311,Billie243,Lockman863,,,,white,nonhispanic,M,Quincy  Massachusetts  US,130 Towne Loaf,North Andover,Massachusetts,Essex County,,00000,42.66023375947798,-71.09533345647009,10106.16,5383.48,38470
71e73271-0c53-64eb-ec50-67cc068157e7,2015-05-30,,999-79-1131,,,,Columbus656,Nicolas769,Roob72,,,,white,nonhispanic,M,Merrimac  Massachusetts  US,125 Wehner Terrace,Wilmington,Massachusetts,Middlesex County,25017,01887,42.5328232285554,-71.18047201277096,30103.01,7118.62,58788
ba26aef3-750c-9882-ecf1-2d712330e345,1959-01-27,,999-93-6865,S99922557,X3570263X,Mrs.,Louvenia131,Lily490,D'Amore443,,Ledner144,D,white,nonhispanic,F,Amesbury  Massachusetts  US,576 Mitchell Gate Suite 0,Framingham,Massachusetts,Middlesex County,25017,01701,42.36677924649404,-71.45117381049761,20693.58,1444684.49,11443
9454e017-ff6f-00dd-3cd9-58aa66141610,1965-09-13,,999-49-9293,S99912408,X50236765X,Mrs.,Marilynn608,Trudi580,Terry864,,Kris249,M,white,nonhispanic,F,Boston  Massachusetts  US,210 Kertzmann Divide Apt 72,Lexington,Massachusetts,Middlesex County,25017,02420,42.50304158140714,-71.19934793499704,186859.29,1326885.99,425771
25a31b3f-7a24-7c89-c100-833a459fd401,1966-05-13,,999-20-5878,S99937111,X63508932X,Mr.,Vance413,Jarrett354,Schmidt332,,,S,white,nonhispanic,M,Peabody  Massachusetts  US,509 Wyman Harbor,Medfield,Massachusetts,Norfolk County,25021,02052,42.2095778887757,-71.3236323413706,204027.21,184366.67,615604
7381e466-7438-1424-af34-04833fc13978,1946-07-10,2023-07-29,999-73-1331,S99927303,X4047132X,Mr.,Eddie505,Deshawn686,Kreiger457,,,S,white,nonhispanic,M,Boston  Massachusetts  US,664 O'Connell Center,Medford,Massachusetts,Middlesex County,25017,02145,42.3874270938104,-71.06280781595004,187130.53,168684.19,74613
3b648ca4-9d1d-a81a-6f6b-8d48dc58ccdb,2018-08-06,,999-94-2256,,,,Manual570,Nolan344,Tremblay80,,,,native,nonhispanic,M,Chicopee  Massachusetts  US,615 Corkery Promenade Suite 39,Millbury,Massachusetts,Worcester County,,00000,42.21479720926476,-71.77769209241673,11572.18,6952.24,91715
7ed61e9f-bbf8-e59f-e0cc-d393a932f2dc,1989-10-06,,999-64-4984,S99918890,X42681592X,Mr.,Mac103,Morris740,Deckow585,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,876 Rau Quay Unit 68,Westford,Massachusetts,Middlesex County,,00000,42.573429663089684,-71.43109151566023,50630.21,48463.20,835169
dffc8895-db35-907c-9d5b-eaaf71e2e428,1955-11-08,,999-83-4731,S99998811,X27213403X,Ms.,Shirley182,Angelyn934,Ebert178,,,S,white,nonhispanic,F,Plymouth  Massachusetts  US,500 Auer Throughway Suite 95,Brockton,Massachusetts,Plymouth County,25023,02301,42.09066184030363,-71.04463452224425,161411.04,153983.69,27423
249b71a5-90f8-7014-60be-c420ec16988d,1977-03-04,,999-31-9276,S99910796,X41221587X,Mrs.,Theressa101,Beckie79,Gorczany269,,Raynor401,M,asian,nonhispanic,F,Freetown  Massachusetts  US,908 Jaskolski Dale,Tyngsborough,Massachusetts,Middlesex County,,00000,42.668746617177746,-71.38133765051761,155832.21,1182541.43,24302
e7d6f335-1a2a-a458-d53d-ab12f02c5d38,1963-02-22,,999-96-5215,S99952379,X22831069X,Mr.,Dana512,,Greenholt190,,,S,white,hispanic,M,Chelsea  Massachusetts  US,994 Kozey Pathway,Boston,Massachusetts,Suffolk County,25025,02125,42.288068613040316,-71.13120025956785,11385.51,200268.08,6495
c1d3448d-2b6c-517e-1fb6-60ee8147506d,1968-04-22,1972-10-07,999-88-1104,,,,Yulanda554,,Prohaska837,,,,white,nonhispanic,F,Amesbury  Massachusetts  US,140 Ortiz Approach Unit 96,Fall River,Massachusetts,Bristol County,25005,02790,41.707181848431674,-71.19939748832607,23700.00,351562.05,8223
7c19f995-871d-f957-b343-b7d7ff702f18,2001-05-19,,999-76-9268,S99966687,X29490601X,Ms.,Charolette797,Edda876,Batz141,,,,white,nonhispanic,F,Lexington  Massachusetts  US,1094 Yost Estate Unit 0,Westfield,Massachusetts,Hampden County,25013,01086,42.119607916691514,-72.75937504426477,177454.31,353909.27,126549
64a652de-60b5-2c52-7d2d-7176e8cdf32d,2002-04-20,,999-95-2387,S99913373,X33944928X,Mr.,Pierre431,,Howell947,,,,black,nonhispanic,M,Dartmouth  Massachusetts  US,899 Sanford Ranch,Boston,Massachusetts,Suffolk County,25025,02120,42.365447376070435,-71.09349912735121,252046.52,487593.86,643
5b857047-c828-352e-758c-acda550eafdd,1996-09-11,,999-37-3127,S99928978,X26208335X,Mrs.,Dania217,,Satterfield305,,Cummings51,M,white,nonhispanic,F,Lowell  Massachusetts  US,129 Beahan Trailer,Boston,Massachusetts,Suffolk County,25025,02163,42.38780668675181,-71.14678683830927,150670.68,677564.38,651
11d5c44e-1306-b41e-5065-372bc4ff87e2,1975-08-31,,999-60-3065,S99983499,X85957770X,Mrs.,Eldora89,Rhoda854,Boehm581,,Huel628,M,white,nonhispanic,F,Pepperell  Massachusetts  US,225 Padberg Well Unit 29,Marblehead,Massachusetts,Essex County,25009,01945,42.5334891076079,-70.83716676858188,139802.66,657884.96,74463
3a6d0904-3e06-e273-3f38-4963e9493095,2006-06-09,,999-44-2667,S99956068,,Mr.,Carl856,Wilfredo622,Grant908,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,894 Nicolas Bay Unit 52,Worcester,Massachusetts,Worcester County,25027,01602,42.38660690394196,-71.79729985631545,42386.49,0.00,102820
c98a0017-d0ec-b7c6-fd04-7a1f1cc7bfb5,1978-01-15,,999-68-8126,S99945810,X63304265X,Mrs.,Donnette259,Danae973,Purdy2,,Smitham825,M,white,nonhispanic,F,Springfield  Massachusetts  US,677 Wiza Walk,Littleton Common,Massachusetts,Middlesex County,,00000,42.522643594718815,-71.42858054648205,765638.75,559331.42,91740
7ee993ff-3410-8c22-c81e-86c2246023db,1946-07-10,,999-24-7019,S99961051,X43359666X,Mr.,Dale454,Evan94,Goyette777,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,476 Kreiger Skyway,Medford,Massachusetts,Middlesex County,25017,02155,42.39759541092383,-71.0823767292463,156357.44,137086.26,74613
0169cb1b-3752-fc0b-951b-3cca9728d308,1995-01-30,,999-50-6427,S99983022,X65982874X,Mr.,Bobbie849,Fredric73,Schimmel440,,,M,black,nonhispanic,M,Gardner  Massachusetts  US,235 Conn Passage,Adams,Massachusetts,Berkshire County,25003,01220,42.66220074703005,-73.15050368882707,53229.54,2378.62,57976
1f929a8d-cf81-5113-ea50-cedae5efb889,1961-04-07,,999-37-9216,S99939560,X17121228X,Mrs.,Gabriella773,Alyson860,Parker433,,Crona259,M,white,nonhispanic,F,Boston  Massachusetts  US,1024 Cassin Trail Apt 66,Cambridge,Massachusetts,Middlesex County,25017,02138,42.32094440935525,-71.07799249598236,15664.76,874209.73,13207
e82c2277-0e9c-d1b0-3964-27417a952d19,2001-11-25,,999-91-6697,S99989092,X16653712X,Mr.,Lawrence741,Denny560,Weissnat378,,,,white,nonhispanic,M,Amherst Center  Massachusetts  US,728 Labadie Center Unit 17,Belmont,Massachusetts,Middlesex County,25017,02472,42.34325864753962,-71.10188739611353,25762.91,55111.79,138838
596cb4d1-38df-3125-9dd2-d06a56e89079,2009-09-10,,999-81-2418,S99957505,,,Yolanda648,Olivia294,Medina536,,,,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,481 Von Gardens Unit 54,Chicopee,Massachusetts,Hampden County,25013,01022,42.161924864446526,-72.5305888056295,62647.21,446208.27,66254
5cbdf118-81df-2a77-7d92-69b0ea9b2e52,2009-02-03,,999-51-5527,S99940741,,,Terresa418,Charise827,McKenzie376,,,,white,nonhispanic,F,Brockton  Massachusetts  US,1021 Yundt Route Suite 40,Framingham,Massachusetts,Middlesex County,25017,01702,42.32930853677863,-71.4741705824964,54633.80,12059.89,79115
da4e60cf-7adb-ba68-487b-9316994f2c57,2009-04-07,,999-45-3672,S99933229,,,Jeremiah751,Grady603,Pagac496,,,,white,nonhispanic,M,Boston  Massachusetts  US,731 Mosciski Landing Apt 41,Tewksbury,Massachusetts,Middlesex County,,00000,42.64219452256433,-71.23640739232393,58880.71,0.00,56805
1de42abd-0f42-05ef-1bb2-4b69a1cbf9a5,1968-04-22,,999-18-6077,S99962864,X73582664X,Ms.,Jolynn62,Tiffany303,Zulauf375,,,S,white,nonhispanic,F,Great Barrington  Massachusetts  US,616 Koch Crossroad,Fall River,Massachusetts,Bristol County,25005,02747,41.64424153234809,-71.03936309231248,19484.57,1414531.76,8223
a7dbdda4-c6bc-6f47-e97c-6df5c39dd1ef,1960-02-21,,999-55-3634,S99910072,X32927526X,Mr.,Lyman173,Damien170,Mayert710,,,M,white,nonhispanic,M,Acushnet  Massachusetts  US,625 Prosacco Passage Apt 27,East Sandwich,Massachusetts,Barnstable County,25001,02537,41.7551157452471,-70.44527430076096,157482.21,93840.69,101909
183c7749-cac3-66a1-c8bd-acf4b1a6cc40,2022-02-28,,999-21-2907,,,,Delmar187,Burl285,Connelly992,,,,asian,nonhispanic,M,Mumbai  Maharashtra  IN,183 Larson Loaf,Dracut,Massachusetts,Middlesex County,,00000,42.67906209523029,-71.33247720043485,13482.13,2195.07,136758
7fa070ca-75e9-5514-67d2-f49dfec1a244,1947-12-07,,999-46-4310,S99957134,X29175514X,Ms.,Arlinda565,Agripina633,Krajcik437,,,S,white,nonhispanic,F,Winchendon  Massachusetts  US,368 Walker Union,Framingham,Massachusetts,Middlesex County,25017,01702,42.23420449355629,-71.40605982211304,14279.98,613254.18,19345
e0784dc8-0732-e9c9-e7b4-e5a5c229f5f9,1936-08-08,1993-11-04,999-19-3249,S99920412,X24996067X,Mr.,Vincent299,Nicolas769,Hayes766,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,1018 Dach Way,Quincy,Massachusetts,Norfolk County,25021,02169,42.29056125841834,-71.04896608794877,135262.79,43373.21,125592
c97bc72d-ef80-eb44-6ce9-04781428a33a,1956-12-04,,999-41-3833,S99931630,X20996837X,Mrs.,Michael441,Tracee120,Auer97,,Watsica258,M,white,hispanic,F,Foxborough  Massachusetts  US,653 O'Reilly Center Suite 44,West Springfield,Massachusetts,Hampden County,25013,01089,42.15514820957076,-72.639344274147,681905.61,46591.68,97786
6afdcebd-2a1e-3cb1-2c28-90fb3c4bbe51,1951-05-24,2015-12-22,999-39-6437,S99938255,X85821972X,Mr.,Earnest658,Esteban536,Herzog843,,,M,white,hispanic,M,Needham  Massachusetts  US,899 Smitham Mews Apt 18,Springfield,Massachusetts,Hampden County,25013,01118,42.19023779144845,-72.60915991362927,248496.65,1092146.82,54694
5e9348ce-1fc1-226e-0eb9-b5e6527c3b8f,1976-03-01,,999-81-8140,S99915135,X86990813X,Ms.,Gigi364,Willa615,Doyle959,,,S,white,nonhispanic,F,Haverhill  Massachusetts  US,714 Koepp Ferry,Taunton,Massachusetts,Bristol County,25005,02767,41.90940546993033,-70.96817518141819,265947.62,205130.13,74163
6447b67d-2dbc-0418-7971-450b5f2ef5f5,1993-04-07,,999-78-7210,S99950236,X28051008X,Mrs.,Anya973,,Prosacco716,,Kris249,M,white,nonhispanic,F,Lawrence  Massachusetts  US,284 Glover Rest Apt 5,Westport,Massachusetts,Bristol County,,00000,41.59827204836152,-71.1090123808013,166617.58,538246.39,504916
08f4b28e-ab8c-a313-7f36-a837b3e9fd56,1974-08-03,,999-85-1999,S99963656,X961900X,Mrs.,Leonore418,Chantay958,Goodwin327,,Oberbrunner298,D,white,nonhispanic,F,Springfield  Massachusetts  US,456 Luettgen Forge Unit 56,Easton,Massachusetts,Bristol County,,00000,42.02950063750315,-71.15486636865867,450291.75,254419.30,100939
22a562c4-1381-b354-4a45-0a208d1bcd86,1990-03-28,,999-95-2494,S99945620,X11758718X,Mrs.,Cristie97,Yvone889,Marks830,,Donnelly343,M,white,nonhispanic,F,Rowley  Massachusetts  US,1015 Bosco Quay Suite 68,Ocean Grove,Massachusetts,Bristol County,,00000,41.69122369898929,-71.2006528983019,138533.52,431357.31,96406
9207c672-fe18-14b3-50f9-dbae14618ea9,1936-08-08,1983-09-24,999-24-5795,S99988185,X70210611X,Mr.,Benito209,Deon400,West559,,,M,white,nonhispanic,M,Saugus  Massachusetts  US,910 Schmitt Drive,Quincy,Massachusetts,Norfolk County,25021,02171,42.22618075926083,-70.97361350101018,104861.97,21341.27,125592
3c6897d2-50cc-d619-c23c-2a7c04dfdeca,2004-10-04,,999-89-9765,S99915925,X10922450X,Mr.,Anibal473,Winford225,Bosco882,,,,white,nonhispanic,M,Yarmouth  Massachusetts  US,556 Buckridge Approach Apt 13,Clinton,Massachusetts,Worcester County,25027,01510,42.36201445627756,-71.64698577081896,60100.41,1201.57,127908
3db1bcd1-be61-d9c6-3d6f-f2fe0bf01e0e,1943-09-20,2008-07-26,999-39-6093,S99949507,X61352739X,Mr.,Fredrick998,Scotty190,Wiegand701,,,S,white,nonhispanic,M,Holyoke  Massachusetts  US,757 Langworth Neck,Bourne,Massachusetts,Barnstable County,25001,02532,41.744886394606766,-70.57048575919899,939501.97,562855.64,81155
8ccdb463-737e-d6fd-90ad-1f8b63d7a9d3,1999-07-22,,999-83-4957,S99917189,X30312721X,Mr.,Alphonse92,Lupe126,Dicki44,,,,hawaiian,nonhispanic,M,Cambridge  Massachusetts  US,391 O'Reilly Heights,Quincy,Massachusetts,Norfolk County,25021,02170,42.274936432264,-71.04143103028028,9535.88,771945.73,16218
0f039c94-c2de-2848-f262-cad937406732,1951-05-24,1974-01-08,999-19-7710,S99994144,X32228851X,Mr.,Wallace647,Mose244,Prosacco716,,,,white,hispanic,M,Needham  Massachusetts  US,387 Romaguera Haven Suite 98,Springfield,Massachusetts,Hampden County,25013,01107,42.13093850849159,-72.57055094933938,65640.11,0.00,54694
38e8d6e8-f801-3c74-e4a8-c9928bce6c15,2000-05-22,,999-87-6709,S99991546,X30442808X,Ms.,Beth967,,Ward668,,,,black,hispanic,F,Springfield  Massachusetts  US,433 Cremin Club Apt 81,Boston,Massachusetts,Suffolk County,25025,02121,42.28157654165851,-71.0829897099248,115778.00,141109.80,181544
868dc719-073c-6680-dffb-b03c598aaf64,1965-06-13,,999-16-8608,S99933831,X67647085X,Mr.,Edgar153,Faustino767,Schumm995,,,S,white,nonhispanic,M,Lexington  Massachusetts  US,960 Kuvalis Glen Unit 20,Cambridge,Massachusetts,Middlesex County,25017,02141,42.41798738689288,-71.1476768384669,184138.27,47197.07,131497
b3949e3e-7592-abed-90db-69d37826f007,1976-08-09,2007-11-13,999-25-3943,S99996827,X85027180X,Mrs.,Edwina60,,McClure239,,Schroeder447,M,white,nonhispanic,F,Attleboro  Massachusetts  US,354 Upton Underpass,Plainville,Massachusetts,Norfolk County,,00000,41.968695774591154,-71.33764451800542,126975.16,324777.74,175088
58d473db-daaf-8f4b-d9f1-fff6dcac7088,1952-10-11,,999-59-3775,S99954722,X85505608X,Mr.,Quincy153,,Ruecker817,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,493 Morissette Parade Suite 8,East Longmeadow,Massachusetts,Hampden County,,00000,42.105972361215514,-72.51398531200913,153218.44,107114.59,166218
c7085ae9-a4b7-0248-b9ee-a580e10b9eef,1975-03-07,,999-89-6719,S99989646,X78181999X,Ms.,Maryln219,,Yost751,,,S,white,nonhispanic,F,Holbrook  Massachusetts  US,1057 Abshire Overpass,Douglas,Massachusetts,Worcester County,,00000,42.017471936868205,-71.73194875845036,140494.38,475713.33,198558
be9ace6f-ac1a-531a-3169-5fbe25c5b894,2016-06-01,,999-64-4813,,,,Cletus494,,Hermiston71,,,,white,hispanic,M,Methuen  Massachusetts  US,691 Gulgowski Heights Unit 68,Boston,Massachusetts,Suffolk County,25025,02121,42.36913724745671,-71.04323089696734,1687.58,25303.09,1093
8b5e22f9-dbf9-6454-f220-efc6081af147,2014-03-12,,999-10-3710,,,,Cherie102,Gabriel934,Gibson10,,,,white,nonhispanic,F,Marlborough  Massachusetts  US,436 Orn Road,Dennis,Massachusetts,Barnstable County,25001,02638,41.75388191455086,-70.20583606521069,31003.82,0.00,49453
39d6b18a-7441-c14b-4b16-9a075394c526,1936-08-08,,999-27-5669,S99937293,X82058519X,Mr.,Nathanael908,Deshawn686,Zboncak558,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,785 McGlynn Trail Unit 60,Quincy,Massachusetts,Norfolk County,25021,02169,42.214440534662735,-71.04957352019031,150153.06,713881.50,125592
28200f62-e55a-a174-e7ae-0c6d5bbf1702,2020-06-10,,999-73-7388,,,,Maybelle917,,Huel628,,,,white,nonhispanic,F,Arlington  Massachusetts  US,698 Cremin Lock,New Bedford,Massachusetts,Bristol County,25005,02744,41.505534479689516,-70.97568399680141,845.86,12839.46,3576
4e3090c6-fe51-c2e0-fa47-3e5ba90d52a1,2002-05-04,,999-59-3098,S99916058,X67066905X,Ms.,Georgianna701,,Bednar518,,,,white,nonhispanic,F,Somerville  Massachusetts  US,510 Kuhn Viaduct Unit 64,Springfield,Massachusetts,Hampden County,25013,01103,42.118834223541384,-72.50993371818481,3769.31,94512.02,2135
59cd929d-0109-446f-e753-c6ee3ae0d8e8,1940-10-14,1980-09-14,999-82-5875,S99911864,X33194351X,Mr.,Zachariah133,Yong583,Wintheiser220,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,1062 O'Connell Spur,Beverly,Massachusetts,Essex County,25009,01915,42.565196869476424,-70.83313846782279,150834.51,535041.20,29714
dcab5f1b-e63d-5748-5468-572c73eda20b,1979-04-07,2002-06-23,999-97-4881,S99963408,X85037582X,Mr.,Brant303,,Ondricka197,,,,white,nonhispanic,M,Sharon  Massachusetts  US,294 Hessel Extension,Wareham,Massachusetts,Plymouth County,,00000,41.71486011481782,-70.742838674896,7404.99,91527.30,2522
45e64f4f-4762-78c8-520f-c998324d9b2d,1988-09-28,,999-18-8654,S99916434,X79443387X,Mr.,Lon587,Kerry175,Marvin195,,,D,white,nonhispanic,M,Easton  Massachusetts  US,537 Klocko Ramp Unit 74,Blackstone,Massachusetts,Worcester County,,00000,42.087008186069674,-71.52313087769164,128626.53,36619.85,55714
2264c63c-535b-b023-8657-d9a1d97c9129,1976-08-09,,999-99-2747,S99912283,X89565947X,Mrs.,Tu721,,Wiegand701,,Weissnat378,D,white,nonhispanic,F,Chelsea  Massachusetts  US,714 Toy Path Suite 54,Plainville,Massachusetts,Norfolk County,,00000,42.058140200250406,-71.36763754271095,180995.01,701090.47,175088
ad411ca9-ebcb-8782-182c-bd8c7fa36a46,1979-04-07,,999-69-5489,S99927348,X55959570X,Mr.,Val761,Dusty207,Luettgen772,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,120 Littel Trafficway,Wareham,Massachusetts,Plymouth County,,00000,41.76289804917163,-70.70737616138761,16559.97,194574.07,2522
1cdeed73-75a5-d865-3610-e7fdc629270e,1934-08-29,,999-38-8579,S99947960,X12566349X,Mr.,Dong972,Collin529,Dooley940,,,M,white,nonhispanic,M,Southbridge  Massachusetts  US,244 Lang Parade,Acton,Massachusetts,Middlesex County,,00000,42.45522250034016,-71.4680191214228,33382.27,738487.01,14070
db690402-1cd7-0b25-d98d-f01d21000fe5,1950-11-22,,999-33-6169,S99970571,X29010554X,Mrs.,Ria154,,Hirthe744,,Kerluke267,M,white,nonhispanic,F,Cambridge  Massachusetts  US,950 Raynor Bridge,Yarmouth,Massachusetts,Barnstable County,,00000,41.6909925887864,-70.17624284205812,887423.49,541467.51,165
4067b306-a20b-1be3-b946-dc2560b5775d,1951-05-24,,999-10-8726,S99927656,X56563388X,Mr.,Rob341,Santos184,O'Kon634,,,M,white,hispanic,M,Bourne  Massachusetts  US,929 Schumm Road Suite 79,Springfield,Massachusetts,Hampden County,25013,01108,42.093239176016766,-72.58107414778992,241329.93,160156.41,54694
092deb3b-3c85-3b35-5222-228a1d028f3d,1943-09-20,,999-61-4400,S99962566,X74907836X,Mr.,Zachariah133,Marcelino726,Langworth352,,,D,white,nonhispanic,M,Lynn  Massachusetts  US,330 Leuschke Highlands,Bourne,Massachusetts,Barnstable County,25001,02532,41.75624964532031,-70.61266745233814,261456.86,753116.31,81155
2ec8eb0f-398f-45f9-0a2f-97ec39aaf13d,2007-06-27,,999-91-7895,S99939287,,Mr.,Mohamed943,Denis399,Reichert620,,,,white,nonhispanic,M,Hopkinton  Massachusetts  US,868 Borer Port Unit 41,Lynn,Massachusetts,Essex County,25009,01940,42.51009709556882,-70.97409960000421,33867.51,1170067.34,86897
1e128832-90bf-8823-1c6a-c8060ef2828a,1970-12-12,,999-23-6934,S99932049,X1033342X,Ms.,Frida746,Clarisa227,Gorczany269,,,S,white,nonhispanic,F,Halifax  Massachusetts  US,664 West Manor Suite 37,Milton,Massachusetts,Norfolk County,25021,02186,42.19685097630287,-71.0465822775294,278307.67,509941.12,141337
b4fe8d6c-0602-1e6f-62a3-7f8bf412e991,1974-10-09,,999-74-7299,S99911561,X73669392X,Mrs.,Jerri638,,Schuppe920,,Satterfield305,M,black,nonhispanic,F,Boston  Massachusetts  US,642 Brakus Viaduct Suite 14,Middleborough,Massachusetts,Plymouth County,,00000,41.85105283706241,-70.8935570541607,179382.59,443973.01,261271
4fafbe74-0cf6-d493-f35c-73a554f8c1e4,1979-02-04,2002-07-03,999-77-8142,S99981371,X82404396X,Ms.,Kamala553,,Watsica258,,,,other,nonhispanic,F,Springfield  Massachusetts  US,484 Mueller Skyway,Fall River,Massachusetts,Bristol County,25005,02723,41.68738122881061,-71.00124153204999,7702.22,292367.86,791
5c804745-3bc2-1080-5d1d-55dd38276c58,2023-03-21,,999-78-7720,,,,Melida518,Mallie560,Little434,,,,white,nonhispanic,F,Cochituate  Massachusetts  US,637 Stracke Glen,Falmouth,Massachusetts,Barnstable County,25001,02540,41.58423131016477,-70.64436828816606,5883.51,1954.95,82047
18888868-354f-3b1e-b07f-7f48d2ac6155,1974-05-01,,999-59-2435,S99935507,X36343150X,Mrs.,Maryln219,Richelle340,Maggio310,,Mraz590,D,white,nonhispanic,F,Lynn  Massachusetts  US,901 Crona Frontage road Unit 19,Andover,Massachusetts,Essex County,25009,01810,42.6802562158425,-71.18289350394764,911046.77,341881.52,108693
a0947265-c8b1-4eab-40e9-6ae45b702640,1979-02-04,,999-45-2967,S99933260,X14467635X,Ms.,Fleta652,Gaynell126,Swaniawski813,,,S,other,nonhispanic,F,Ipswich  Massachusetts  US,115 Wunsch Path,Fall River,Massachusetts,Bristol County,25005,02724,41.566779849356415,-71.08270758063355,27263.55,648670.51,791
3b28eada-6a70-cba4-c5d6-9fadc009fcf2,1989-11-15,,999-82-2091,S99975255,X7148392X,Mrs.,Rachal9,Leeanna836,Bailey598,,Schroeder447,M,white,nonhispanic,F,Sandwich  Massachusetts  US,521 Bruen Esplanade Apt 14,Brockton,Massachusetts,Plymouth County,25023,02351,42.074266837310915,-71.01888106341634,201444.83,158378.47,45809
ce5931b4-0127-25cc-e40f-5fa0542af20e,1940-10-14,1998-04-06,999-80-9473,S99954021,X70925320X,Mr.,Daren950,Michal596,Ullrich385,,,D,white,nonhispanic,M,Westford  Massachusetts  US,645 Thiel Light Unit 61,Beverly,Massachusetts,Essex County,25009,01915,42.611754569123555,-70.8342455714158,212872.94,758882.16,29714
b75124ac-52c7-9d7a-5f9c-fa1d089aa740,1965-05-03,,999-91-2335,S99988496,X7656854X,Ms.,Lynette631,Cherlyn665,Rowe323,,,S,white,nonhispanic,F,Cambridge  Massachusetts  US,225 Mertz Forge Unit 72,Greenfield,Massachusetts,Franklin County,25011,01301,42.6719548490911,-72.61655088463515,262497.49,440696.51,34089
0eff2841-b2a0-64dd-7057-75ed62798536,1962-07-28,1977-03-23,999-58-4569,,,,Aurelio227,Bradford382,Hartmann983,,,,black,nonhispanic,M,Quincy  Massachusetts  US,263 Tremblay Gate Apt 32,Mansfield,Massachusetts,Bristol County,,00000,42.03788920909042,-71.25004945317919,3011.99,57512.43,24086
da6c9fa5-7296-ab8d-a61e-8ac8befdf591,1962-08-19,,999-47-3419,S99931452,X71081101X,Mr.,Jason347,Michale231,McDermott739,,,S,black,nonhispanic,M,Millbury  Massachusetts  US,378 Zboncak Key Unit 79,Boston,Massachusetts,Suffolk County,25025,02114,42.39971458281839,-71.06169697607497,115542.89,817533.92,74342
80482eae-45dd-cec4-02d5-da2f2d620c4c,1991-10-02,,999-87-2245,S99946054,X23720155X,Mrs.,Albert312,,Dietrich576,PhD,Jacobson885,M,white,nonhispanic,F,Mansfield  Massachusetts  US,163 Greenholt Vale,Amherst,Massachusetts,Hampshire County,,00000,42.39856673900442,-72.50570670855237,11931.35,800321.62,6757
3f4bfd5b-8bb1-6e4c-be55-e3024892de9c,1933-07-07,2006-03-07,999-90-3644,S99935175,X46601668X,Mr.,Roosevelt595,Efrain317,Gulgowski816,,,M,black,nonhispanic,M,Shelburne  Massachusetts  US,805 Conn Well,Williamstown,Massachusetts,Berkshire County,25003,01267,42.71764794482427,-73.21839333925519,256037.74,3296148.27,28314
c81344df-41d7-b280-60c3-3cac5902a516,1968-06-21,2012-05-31,999-39-7775,S99988775,X68768367X,Mr.,Basil991,Carmine137,Breitenberg711,,,M,black,nonhispanic,M,East Longmeadow  Massachusetts  US,597 Yost Junction,Revere,Massachusetts,Suffolk County,25025,02151,42.45661877250735,-70.96853239646562,68763.41,64327.76,47913
0f000996-75d4-1192-e524-d6f2964ba111,2006-02-20,,999-16-1570,S99945801,,Ms.,Jordan900,Sharolyn456,Auer97,,,,white,nonhispanic,F,Worcester  Massachusetts  US,314 Hahn Park Apt 6,Cambridge,Massachusetts,Middlesex County,25017,02142,42.326452335228694,-71.125308865712,123615.30,720866.23,763586
fbe4ad2e-e09a-6b44-010e-77f3bba2aa3d,1951-03-19,2023-06-11,999-59-5070,S99937397,X60747456X,Mrs.,Magdalena964,Ester635,Heredia716,,Canales95,M,white,hispanic,F,Bayamon  Puerto Rico  PR,889 Kunze Skyway Suite 52,Lawrence,Massachusetts,Essex County,25009,01840,42.73162791600611,-71.16081349519297,296269.54,1712119.40,29807
